,text,withheld_in_countries,hashtags,lang,possibly_sensitive,verified_account,followers_count,location,withheld_anywhere,popularity_score
43616," ‘วันนี้อากาศดีนะครับ เหมาะกับการออกไปเดินเล่นข้างนอก แต่เตียงน่านอนกว่า ผมไม่ออกไปหรอก’ — โดคยองซู, (2021)",[],[],th,0.0,False,9,,False,0.0005194957322318148
43628, ทำไมคนถึงเป็นจริงเป็นจังกับการไอเดนติฟายตัวเองว่าextrovert introvert INTP ENTPขนาดนี้555 ระวังeffectจากการเอาตัวเองไปอยู่ในกรอบแ…,[],[],th,0.0,False,9,,False,0.0013781102012704802
43661, ก้อคือจากที่เฉยๆกับวงนี้กลายเปนภาพลบไปหมดแล้วเพราะฟค หลายรอบแล้วนะ,[],[],th,0.0,False,133,,False,0.0030247850579688956
43707, เที่ยงคืนวันอังคาร เจอกันน ฮื่อออ ~ ลุ้น ,[],[],th,0.0,False,17,,False,0.0015176497230480481
43720," ใครยังไม่โหวตไหม ฝากกดโหวตด้วย ไปคว้าถ้วยที่สองด้วยกัน 
เหลือเวลาอีกไม่ถึง 4 ชมแล้วนะทุกคน !!!!!! 

#อยากเห็นพี่มิวได้ถ้ว…",[],[],th,0.0,False,11,,False,0.002545642394455394
43730," โอ้โห แอดมินเห็นเต็มหลังบ้านเลย
ก่อนอื่นเลยขอบคุณทุกคนที่สนับสนุนน้อง ๆ BNK48 นะคะ 😊🙏🏻

แอดอาจจะบอกหรือตอบไปเลยไม่ได้
ว่…",[],[],th,0.0,False,1,,False,1.9892078276741807e-05
43733, #หยุดจาบจ้วงแจ็คสันหวัง ขอเล่ามั่งตอนประมาณปี 2016 เดินเล่นแถวอัพกูจองเห็นจุมม่าคนนึงกำลังเก็บกล่องกระดาษตอนนั้นลมพัดเ…,[],['หยุดจาบจ้วงแจ็คสันหวัง'],th,0.0,False,21,,False,0.0012280085885738729
43741, เนื่องในวันนี้เกิดเรา+ติดมหาลัยแล้ว แจกการ์ดจองอู ใบนี้1ใบค่ะ รีทวิตไว้เลยสุ่มวันที่ 25 ค่ะ #ตลาดนัดnct #DEK64 ,[],"['ตลาดนัดnct', 'DEK64']",th,0.0,False,72,,False,0.0008730589226744231
43761, ค่ดฟีลสงกรานต์อ่ะ เล่นน้ำกับแฟนงี้ ,[],[],th,0.0,False,203,,False,0.02726667042596656
43794, คนถามว่าประชาชนทั่วไปจะช่วยเซฟโรมยังไง โรมตอบว่า ถ้าทุกคนให้ความสนใจเรื่อง #ตั๋วช้าง ทุกคนพูดถึง ไม่เพิกเฉย ก็จะทำให้คนที่ออก…,[],['ตั๋วช้าง'],th,0.0,False,97,,False,0.00025201945309099395
43797, ใครที่ยังไม่เข้าใจแฮชแท็กนี้ #SAVEบางกลอย สามารถอ่านอันนี้ได้นะคะ แล้วเดี๋ยวเราเอาข้อมูลอื่นๆมาแปะไว้ข้างล่าง เพราะสถานการณ์…,[],['SAVEบางกลอย'],th,0.0,False,31,,False,0.00031172348154913534
43798, เอาหละ น้องลิกซ์สปอยคิงด้อม บอกทุกคนต้องช็อค อหหหหหหหหหหหหหหหห เกียมยาดม,[],[],th,0.0,False,412,,False,1.4659679375028466e-05
43819, ไม่มีอะไรดีเท่าชีวิตที่มีเงินแล้ว เลิกสอนให้พอเพียงเถอะ,[],[],th,0.0,False,66,,False,0.0016266921319726395
43826,เหมือนกุตอนเดินไปเห็นแมวที่บ้านนอน ,[],[],th,0.0,False,1268,,False,0.0003967594707422382
43829,ไปส่องน้องแมวมา เจอปดิว วงการแมวคือ ไม่เจอใบเฟริน ก็เจอปดิว 5555,[],[],th,0.0,False,81,,False,9.47037517671475e-05
43841, ไปโอซาก้าแลนดิ้งถึงออกจากสถานี ไปถึงที่พักไม่เปิด ติดต่อจขที่พักไม่ได้ สัญญานเนตไม่มีนั่งหนาวอยู่เกือบ2ชม เจ้าของที่พักติด…,[],[],th,0.0,False,41,,False,0.001509574001119602
43844, ที่เมกา จะเรียนจบแค่ ม.ต้น ก็ได้ จะเป็นแค่พนักงานเสิร์ฟหรือแค่พนักงานทำอาหาร สามารถมีบ้าน มีรถ เป็นของตัวเองได้ ในระยะ…,[],[],th,0.0,False,95,,False,0.000221380611941148
43850, ถ้าแกเริ่มอคติกับใครแกจะหยุดอคติกับคนนั้นไม่ได้,[],[],th,0.0,False,49,,False,8.443939484577357e-06
43862," มิตรสหายท่านหนึ่งเล่าว่า ตอนลูกชายเรียนประถม ครูสอนเรื่องสังคมและโครงสร้างในโรงเรียน
ครูถามนักเรียนว่า ใครสำคัญที่สุดในโรงเรี…",[],[],th,0.0,False,36,,False,0.0001945705452295414
43868, ผมฟ้าหรือจะผมชมพูน้องยอนจุนก็เหมาะกับคำว่าคนสวยขาอยู่ดี เห้อ สวยจังคะนี่นางฟ้าหรือเปล่า พวกยอนรึนจะตายกันหมดแล้วค่ะ ,[],[],th,0.0,False,248,,False,0.008125211783227324
43885, กลายเป็นอารีย์คิ้วบอยไปละ 555555555555555555555555555555 ,[],[],th,0.0,False,158,,False,0.003922913124292588
43900, นัมเบ้อวัน ,[],[],th,0.0,False,180,,False,0.010062773647911884
43923,ยกเว้น”””น้องตะยง”””,[],[],th,0.0,False,140,,False,0.003104715703145353
44013, ล่าสุดป๊าที่เป็นตำรวจโทรมาจากอังกฤษถามว่าที่ไทยตำรวจทำร้ายทีมแพทย์หรอ อหหหหห ข่าวเร็วมากกก มึงก็คิดดู คิดดูดีๆ กุไม่มีไรจะ…,[],[],th,0.0,False,511,,False,0.0013856105066487477
44016, มีคนโดนอุ้ม มีคนโดนตำรวจทำร้าย แท็กทวิตเสื้อกพังอีก โอ้ยย,[],[],th,0.0,False,111,,False,0.00046701393059155223
44018, ยอร์ช call out ตั้งแต่แรกๆจนตอนนี้เขาไม่เคยอยู่เฉยอีพวกดาราดูเป็นตัวอย่างบ้างนะเด็กเยาวชนอายุยังไม่ถึง20ด้วยซ้ำมึงอายบ้างมั้ย…,[],[],th,0.0,False,32,,False,0.0043613028213944395
44031, สน. นางเลิ้ง ยิงประชาชน ,[],[],th,0.0,False,204,,False,0.0006661171326090373
44044, กุไม่เก้ทดารากลัวไม่มีงานจ้างสุดแล้ว เปนจำพวกที่ไม่ควรบ่นเรื่องปากท้องที่สุด เงินในบัญชีคนละหลักกับพวกที่ออกมาเรียกร้อง หยุดทำง…,[],[],th,0.0,False,22,,False,8.670690531445261e-05
44062, ความเคารพต่อประชาชนไม่เคยมี มีแต่เบ่งความโง่กับอำนาจที่งี่เง่าใส่ประชาชน,[],[],th,0.0,False,83,,False,0.012424224042454711
44080," วันนี้มีคนโทรแจ้งตำรวจว่ามี""น้องลา"" 3 ตัวกำลังวิ่งเล่นกันอยู่แถวสถานีชินซา คังนัม ตำรวจเรียกเจ้าของมารับคืน ปีก่อนๆก็มีค…",[],[],th,0.0,False,34,,False,0.011471460963863093
44084, เลิกออกอากาศเหอะ ยิ่งดูยิ่งทุเรศ #เมียจําเป็นep11,[],['เมียจําเป็นep11'],th,0.0,False,13,,False,0.003440905483337724
44091," -ประกาศ-

มีคนโดนจับไปแล้ว 7 คน ยังไม่ทราบข้อกล่าวหา และไม่ทราบว่าจะนำตัวไปที่ใด .
#ม็อบ13กุมภา",[],['ม็อบ13กุมภา'],th,0.0,False,1482,,False,0.002150460748626454
44095, ตอนเดินหน้าผ่าแนวรั้วแล้วตำรวจวิ่งหนีคือสุดจริง #ม็อบ13กุมภา ,[],['ม็อบ13กุมภา'],th,0.0,False,303,,False,0.0017363177304659872
44106, เอ็นดู ตต5555555555555 #โน่ณิ ,[],['โน่ณิ'],th,0.0,False,1,,False,1.0746762873104169e-05
44119, ไปกันใหญ่แล้ว ,[],[],th,0.0,False,0,,False,1.071308375854695e-05
44121," ลงไอจี กระจายข่าวได้เลย ช่วยๆกัน
อย่าให้เสียงมันดังแค่ในโลกทวีต 
#ม็อบ13กุมภา
 #WhatsHappeningInThailand ",[],"['ม็อบ13กุมภา', 'WhatsHappeningInThailand']",th,0.0,False,567,,False,0.00044396128213436555
44122, ทุกคนคะอย่าปล่อยให้เรื่องนี้เงียบได้มั้ยคะขอร้องเลยค่ะคุณลุงเค้าเพิ่งออกจากคุกเพราะม.112ได้ไม่นานตอนนี้โดนอีกแล้วค่ะทั้งๆที่…,[],[],th,0.0,False,156,,False,0.002950829386019701
